request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_193,34.68,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-03-15,none,"Use 3 installments of EUR 420.23, starting 2024-03-21. This leaves at least EUR 1,000 available."
request_194,39650.79,affordable_later,wait,2025-10-15:132800,2025-10-15,none,"Wait until 2025-10-15, then pay INR 132,800 in full. Paying sooner would put the INR 113,600 minimum at risk."
request_195,961.16,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-11. None of the available options keeps the EUR 700 minimum protected.
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.30 today. This leaves at least EUR 500 available over the next 90 days.
request_197,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-01-21. None of the available options keeps the IDR 26,245,900 minimum protected."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Pay INR 185,800 today. This leaves at least INR 124,300 available over the next 90 days."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8,206,986.67, starting 2024-09-07. This leaves at least IDR 25,359,500 available."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Pay IDR 21,717,000 today. This leaves at least IDR 20,114,600 available over the next 90 days."
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"Pay IDR 23,997,000 today. This leaves at least IDR 17,304,500 available over the next 90 days."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Pay INR 123,900 today. This leaves at least INR 147,800 available over the next 90 days."
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 2025-05-10. This leaves at least EUR 1,400 available."
request_204,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-01-31. None of the available options keeps the EUR 1,300 minimum protected."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Pay IDR 10,621,000 today. This leaves at least IDR 13,994,300 available over the next 90 days."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 2025-08-03. This leaves at least EUR 900 available."
request_207,4550.44,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Wait until 2026-07-15, then pay ZAR 11,830 in full. Paying sooner would put the ZAR 13,600 minimum at risk."
request_208,3131982.89,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Wait until 2024-06-15, then pay IDR 4,413,000 in full. Paying sooner would put the IDR 10,470,700 minimum at risk."
request_209,1718.56,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-11-25. None of the available options keeps the ZAR 18,400 minimum protected."
request_210,984.61,affordable_with_plan,partial_payment,2026-04-06:984.61|2026-04-15:375.41,2026-04-15,none,"Pay USD 984.61 today and the remaining USD 375.41 on 2026-04-15. This leaves at least USD 2,000 available."
request_211,283.61,affordable_later,wait,2024-10-15:1788.6,2024-10-15,none,"Wait until 2024-10-15, then pay EUR 1,788.60 in full. Paying sooner would put the EUR 1,500 minimum at risk."
request_212,5367515.27,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-02-28. None of the available options keeps the IDR 29,579,800 minimum protected."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1,165.63, starting 2026-01-21. This leaves at least USD 2,100 available."
request_214,40494.54,affordable_with_plan,installments,2024-12-04:36270|2025-01-01:36270,2024-12-15,none,"Use 2 installments of INR 36,270, starting 2024-12-04. This leaves at least INR 174,900 available."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10,395.15, starting 2025-05-09. This leaves at least ZAR 15,700 available."
request_216,483.96,affordable_later,wait,2026-09-15:3332.4,2026-09-15,none,"Wait until 2026-09-15, then pay USD 3,332.40 in full. Paying sooner would put the USD 1,800 minimum at risk."
request_217,19561.81,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,none,"Use 3 installments of ZAR 12,889.07, starting 2024-03-19. This leaves at least ZAR 26,800 available."
request_218,24316753.13,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21,195,893.33, starting 2025-08-07. This leaves at least IDR 34,477,200 available."
request_219,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-06-13. None of the available options keeps the EUR 1,100 minimum protected."
request_220,66.11,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-07-03. None of the available options keeps the EUR 1,100 minimum protected."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800 today. This leaves at least INR 81,500 available over the next 90 days."
request_222,31993.79,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-03-10. None of the available options keeps the ZAR 27,300 minimum protected."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.70 today. This leaves at least EUR 800 available over the next 90 days.
request_224,10139949.71,affordable_with_plan,partial_payment,2025-02-04:10139949.71|2025-02-15:187050.29,2025-02-15,none,"Pay IDR 10,139,949.71 today and the remaining IDR 187,050.29 on 2025-02-15. This leaves at least IDR 22,187,600 available."
request_225,9797462.95,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-15,none,"Use 3 installments of IDR 7,647,120, starting 2026-07-20. This leaves at least IDR 17,670,700 available."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Pay INR 157,000 today. This leaves at least INR 209,400 available over the next 90 days."
request_227,7209.41,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-20. None of the available options keeps the INR 62,900 minimum protected."
request_228,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-04-30. None of the available options keeps the IDR 26,191,200 minimum protected."
request_229,515.29,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,"Use 3 installments of EUR 529.29, starting 2024-03-18. This leaves at least EUR 1,000 available."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,"Pay EUR 3,537.60 today. This leaves at least EUR 2,000 available over the next 90 days."
request_231,30929.07,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-03-17. None of the available options keeps the ZAR 24,300 minimum protected."
request_232,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-08-15. None of the available options keeps the EUR 2,400 minimum protected."
request_233,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-12-17. None of the available options keeps the IDR 10,365,700 minimum protected."
request_234,182.08,affordable_later,wait,2026-09-15:1213.3,2026-09-15,none,"Wait until 2026-09-15, then pay EUR 1,213.30 in full. Paying sooner would put the EUR 700 minimum at risk."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.20 today. This leaves at least USD 700 available over the next 90 days.
request_236,5805010.11,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-02-23. None of the available options keeps the IDR 16,768,600 minimum protected."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Pay IDR 23,826,000 today. This leaves at least IDR 22,431,500 available over the next 90 days."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 2024-12-07. This leaves at least USD 700 available."
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today. This leaves at least USD 600 available over the next 90 days.
request_240,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-03-20. None of the available options keeps the INR 52,800 minimum protected."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67, starting 2024-03-17. This leaves at least IDR 19,252,000 available."
request_242,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-08-25. None of the available options keeps the EUR 600 minimum protected.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 today. This leaves at least ZAR 19,900 available over the next 90 days."
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918 today. This leaves at least ZAR 45,900 available over the next 90 days."
request_245,23681.93,affordable_later,wait,2026-01-15:128500,2026-01-15,none,"Wait until 2026-01-15, then pay INR 128,500 in full. Paying sooner would put the INR 94,600 minimum at risk."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22,216.48, starting 2026-04-03. This leaves at least ZAR 39,300 available."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,"Pay EUR 1,059.30 today. This leaves at least EUR 1,300 available over the next 90 days."
request_248,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-04-28. None of the available options keeps the USD 1,300 minimum protected."
request_249,129.32,affordable_later,wait,2026-03-15:643.2,2026-03-15,none,"Wait until 2026-03-15, then pay USD 643.20 in full. Paying sooner would put the USD 600 minimum at risk."
request_250,15571.41,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-01-18. None of the available options keeps the ZAR 35,300 minimum protected."
request_251,1513.6,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-06. None of the available options keeps the EUR 1,300 minimum protected."
request_252,3899497.37,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,"Wait until 2026-09-15, then pay IDR 28,082,000 in full. Paying sooner would put the IDR 15,152,200 minimum at risk."
request_253,1557.45,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-05-15,none,"Use 3 installments of EUR 984.60, starting 2024-03-21. This leaves at least EUR 2,300 available."
request_254,624.88,affordable_later,wait,2025-10-15:3535.2,2025-10-15,none,"Wait until 2025-10-15, then pay USD 3,535.20 in full. Paying sooner would put the USD 2,500 minimum at risk."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Pay IDR 3,345,000 today. This leaves at least IDR 9,813,900 available over the next 90 days."
request_256,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-08-19. None of the available options keeps the INR 168,600 minimum protected."
request_257,368.63,affordable_later,wait,2026-01-15:1352.4,2026-01-15,none,"Wait until 2026-01-15, then pay USD 1,352.40 in full. Paying sooner would put the USD 1,600 minimum at risk."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,"Pay USD 1,113.60 today. This leaves at least USD 500 available over the next 90 days."
request_259,255.44,affordable_later,wait,2024-11-15:935,2024-11-15,none,"Wait until 2024-11-15, then pay EUR 935 in full. Paying sooner would put the EUR 600 minimum at risk."
request_260,6407645.6,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-04-18. None of the available options keeps the IDR 20,727,700 minimum protected."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,"Pay EUR 1,830.40 today. This leaves at least EUR 1,500 available over the next 90 days."
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Pay IDR 9,236,000 today. This leaves at least IDR 31,018,500 available over the next 90 days."
request_263,5769.14,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-15. None of the available options keeps the ZAR 24,100 minimum protected."
request_264,22920.11,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Wait until 2026-06-15, then pay INR 111,300 in full. Paying sooner would put the INR 59,500 minimum at risk."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"Pay INR 45,970 today. This leaves at least INR 189,700 available over the next 90 days."
request_266,774.9,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-15,none,"Use 3 installments of EUR 324.13, starting 2025-08-03. This leaves at least EUR 900 available."
request_267,1632.55,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-03-17. None of the available options keeps the EUR 1,500 minimum protected."
request_268,1035.8,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 2024-06-14. This leaves at least EUR 1,400 available."
request_269,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-01-02. None of the available options keeps the ZAR 23,100 minimum protected."
request_270,98.79,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-08-30. None of the available options keeps the USD 1,400 minimum protected."
request_271,12386.68,affordable_later,wait,2024-11-15:91300,2024-11-15,none,"Wait until 2024-11-15, then pay INR 91,300 in full. Paying sooner would put the INR 58,200 minimum at risk."
request_272,5426190.15,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Use 3 installments of IDR 4,709,466.67, starting 2025-02-12. This leaves at least IDR 7,508,600 available."
request_273,9543524.88,affordable_with_plan,partial_payment,2026-04-07:9543524.88|2026-04-15:6317475.12,2026-04-15,none,"Pay IDR 9,543,524.88 today and the remaining IDR 6,317,475.12 on 2026-04-15. This leaves at least IDR 18,774,600 available."
request_274,2120.18,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-02-11. None of the available options keeps the EUR 1,800 minimum protected."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 today. This leaves at least IDR 12,760,100 available over the next 90 days."
